Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1990,,,30.146,,30.146,30.146,,,,,,,,,,,,
06/30/1990,,,19.573999,,19.574001,19.574001,,,,,,,,,,,,
09/30/1990,,,10.481,,10.481,10.481,,,,,,,,,,,,
12/31/1990,,,0.0,,-7.279003,-7.279003,,,,,,,,,,,,
03/31/1991,,,-20.243,,-20.243,-20.243,,,,,,,,,,,,
09/30/1991,,,-17.693001,,-17.693,-17.693,,,,,,,,,,,,
12/31/1991,,,0.0,,-27.732995,-27.732995,,,,,,,,,,,,
03/31/1992,,,-48.9571,,-122.866997,-122.866997,,,,,,,,,,,,
06/30/1992,,,-52.195099,,-52.645101,-52.645101,,,,,,,,,,,,
09/30/1992,,,-42.435001,,-42.894999,-42.894999,,,,,,,,,,,,
12/31/1992,,,0.0,,-45.643898,-45.643898,,,,,,,,,,,,
03/31/1993,,,-21.273001,,-21.273001,-21.273001,,,,,,,,,,,,
06/30/1993,,,-28.343,,-28.342999,-28.342999,,,,,,,,,,,,
09/30/1993,,,-33.412998,,-33.412999,-33.412999,,,,,,,,,,,,
12/31/1993,,,0.0,,-37.187,-37.187,,,,,,,,,,,,
03/31/1994,,,-51.248001,,-51.247998,-51.247998,,,,,,,,,,,,
06/30/1994,,,-32.787998,,-32.788,-32.788,,,,,,,,,,,,
09/30/1994,,,-45.389,,-45.388999,-45.388999,,,,,,,,,,,,
12/31/1994,,,0.0,,12.228998,12.228998,,,,,,,,,,,,
03/31/1995,,,50.622002,,50.622001,50.622001,,,,,,,,,,,,
06/30/1995,,,99.560997,,99.560998,99.560998,,,,,,,,,,,,
09/30/1995,,,112.077003,,112.077003,112.077003,,,,,,,,,,,,
12/31/1995,,,0.0,,44.727982,44.727982,,,,,,,,,,,,
03/31/1996,,,15.661,,15.661,15.661,,,,,,,,,,,,
06/30/1996,,,-26.740999,,-26.741001,-26.741001,,,,,,,,,,,,
09/30/1996,,,-11.489,,-11.489,-11.489,,,,,,,,,,,,
12/31/1996,,,-14.5,,-7.629,-7.629,,,,,,,,,,,,
03/31/1997,,,-21.371,,-21.371,-21.371,,,,,,,,,,,,
06/30/1997,,,-25.813999,,-25.813999,-25.813999,,,,,,,,,,,,
09/30/1997,,,-14.72,,-14.72,-14.72,,,,,,,,,,,,
12/31/1997,,,0.0,,-0.28,-0.28,,,,,,,,,,,,
03/31/1998,,,-0.924,,-18.059,-18.059,,,,,,,,,,,,
06/30/1998,,,13.532,,-67.468001,-67.468001,,,,,,,,,,,,
09/30/1998,,,71.035004,,43.534999,43.534999,,,,,,,,,,,,
12/31/1998,,,-74.862,,-11.496,-11.496,,,,,,,,,,,,
03/31/1999,,,18.063,,12.663,12.663,,,,,,,,,,,,
06/30/1999,,,30.987,,55.687,55.687,,,,,,,,,,,,
09/30/1999,,,45.618999,,45.619,45.619,,,,,,,,,,,,
12/31/1999,,,42.625,,23.038,23.038,,,,,,,,,,,,
03/31/2000,,,36.188,,39.564,39.564,,,,,,,,,,,,
06/30/2000,,,27.801001,,27.801,27.801,,,,,,,,,,,,
09/30/2000,,,24.07,,84.6,84.6,,,,,,,,,,,,
12/31/2000,,,17.52,,17.296003,17.296003,,,,,,,,,,,,
03/31/2001,,,3.838,,-35.5,-35.5,,,,,,,,,,,,
06/30/2001,,,16.475,,19.679,19.679,,,,,,,,,,,,
09/30/2001,,,9.084,,14.98,14.98,,,,,,,,,,,,
12/31/2001,,,1.559,,-45.141,-45.141,,,,,,,,,,,,
03/31/2002,,,-9.882,,-9.882,-9.882,,,,,,,,,,,,
06/30/2002,,,-4.045,,-0.045,-0.045,,,,,,,,,,,,
09/30/2002,,,5.248,,5.248,5.248,,,,,,,,,,,,
12/31/2002,,,2.918,,2.918,2.918,,,,,,,,,,,,
03/31/2003,,,-15.569,,-30.812,-30.812,,,,,,,,,,,,
