Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Net Income,Net Income Surprise %,Source: Bloomberg
12/30/1989,,,0.0,,-1.661,-1.661,,,,,,,,,
04/01/1990,,,1.141,,2.096,2.096,,,,,,,,,
07/01/1990,,,6.203,,6.203,6.203,,,,,,,,,
09/30/1990,,,4.189,,4.189,4.189,,,,,,,,,
12/30/1990,,,0.0,,-42.804001,-42.804001,,,,,,,,,
03/31/1991,,,2.139,,2.139,2.139,,,,,,,,,
06/30/1991,,,4.459,,4.459,4.459,,,,,,,,,
09/29/1991,,,0.804,,0.804,0.804,,,,,,,,,
12/29/1991,,,0.0,,0.939,0.939,,,,,,,,,
03/29/1992,,,0.309,,0.309,0.309,,,,,,,,,
06/28/1992,,,-5.854,,-5.854,-5.854,,,,,,,,,
09/27/1992,,,-111.359001,,-111.359001,-111.359001,,,,,,,,,
12/31/1992,,,0.0,,6.696,6.696,,,,,,,,,
03/31/1993,,,10.615,,10.615,10.615,,,,,,,,,
06/30/1993,,,13.07,,13.07,13.07,,,,,,,,,
09/30/1993,,,14.375,,14.375,14.375,,,,,,,,,
12/31/1993,,,0.0,,15.69,15.69,,,,,,,,,
03/31/1994,,,19.355,,19.355,19.355,,,,,,,,,
06/30/1994,,,23.438,,23.438,23.438,,,,,,,,,
09/30/1994,,,29.468,,29.468,29.468,,,,,,,,,
12/31/1994,,,0.0,,36.481998,36.481998,,,,,,,,,
03/31/1995,,,45.259998,,45.259998,45.259998,,,,,,,,,
06/30/1995,,,55.744999,,55.744999,55.744999,,,,,,,,,
10/01/1995,,,65.542,,65.542,65.542,,,,,,,,,
12/31/1995,,,0.0,,71.572998,71.572998,,,,,,,,,
03/31/1996,,,42.284,,42.284,42.284,,,,,,,,,
06/30/1996,,,46.495998,,46.495998,46.495998,,,,,,,,,
09/30/1996,,,27.743,,27.743,27.743,,,,,,,,,
12/29/1996,,,0.0,,30.660999,30.660999,,,,,,,,,
03/31/1997,,,38.407001,,38.407001,38.407001,,,,,,,,,
06/30/1997,,,45.799,,45.799,45.799,,,,,,,,,
09/30/1997,,,46.369999,,44.318001,44.318001,,,,,,,,,
12/29/1997,,,0.0,,30.724001,30.724001,,,,,,,,,
03/29/1998,,,31.416,,30.443,30.443,,,,,,,,,
06/30/1998,,,32.034,,31.379,31.379,,,,,,,,,
09/27/1998,,,24.922001,,-212.029999,-212.029999,,,,,,,,,
12/29/1998,,,-3.032,,9.757,9.757,,,,,,,,,
03/28/1999,,,10.52,,-86.902,-86.902,,,,,,,,,
06/27/1999,,,31.85,,9.831,9.831,,,,,,,,,
09/30/1999,,,54.763,,51.924,51.924,,,,,,,,,
12/31/1999,,,76.413002,,93.182999,93.182999,,,,,,,,,
04/02/2000,,,87.931,,86.242996,86.242996,,,,,,,,,
07/02/2000,,,98.225998,,70.575996,70.575996,,,,,,,,,
10/01/2000,,,114.079002,,18.096001,18.096001,,,,,,,,,
12/31/2000,,,116.325996,,61.685001,61.685001,,,,,,,,,
04/01/2001,,,9.493,,-31.247999,-31.247999,,,,,,,,,
07/01/2001,,,-20.863001,,-312.480988,-312.480988,,,,,,,,,
09/30/2001,,,-104.166,,-398.082001,-398.082001,,,,,,,,,
12/31/2001,,,-74.391998,,-250.143997,-250.143997,,,,,,,,,
03/31/2002,,,-42.361,,-171.753006,-171.753006,,,,,,,,,
06/30/2002,,,-20.927999,,-62.291,-62.291,,,,,,,,,
09/29/2002,,,16.507,,-27.626,-27.626,,,,,,,,,
12/31/2002,,,4.544,,-30.77,-30.77,,,,,,,,,
03/30/2003,,,-50.833,,-122.425003,-122.425003,,,,,,,,,
06/29/2003,,,-6.297,,-162.084,-162.084,,,,,,,,,
09/28/2003,,,16.958,,-31.652,-31.652,,,,,,,,,
12/31/2003,,,24.625,,7.614,7.614,,,,,,,,,
04/04/2004,,,25.235001,,9.085,9.085,,,,,,,,,
07/04/2004,,,27.575001,,7.242,7.242,,,,,,,,,
10/03/2004,,,-25.249001,,-282.432007,-282.432007,,,,,,,,,
12/31/2004,,,15.156,,-197.426,-197.426,,,,,,,,,
04/03/2005,,,6.252,,4.719,4.719,,,,,,,,,
07/03/2005,,,25.937,,25.262,25.262,,0.0,,,,,,,
10/02/2005,,,28.079,,-73.394,-73.394,,2.80373831775701,,,,,,,
12/31/2005,,46.0,38.136002,,37.79,37.79,,-11.5044247787611,,,,,,-17.095647826087,
04/02/2006,,32.3,41.834,-1.3370424582187,13.168,13.168,,12.2448979591837,,,,,,29.5170278637771,
07/02/2006,,47.533,43.452999,0.129858895705526,53.847,53.847,,-1.78571428571429,,,,,,-8.58351250710034,
